ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
2.678348730910962,-1.0319220769640731,-0.3742205862474563,-0.024000275608762917,0.42011187163257646,2.11233322689166,0.20718187744834501,-0.4014328901230299,-0.10770393094992851,0
-0.6998650229901525,2.094295308749089,-0.5643300831290511,1.4511115172384075,1.2188897909243925,1.1141197764659727,1.9663152389619094,0.636969804308324,0.13882277520645808,1
-1.0112940326050104,0.8661985168282985,-0.8553400011386915,1.6510318283072796,-2.5862787533907587,-2.1835528705601503,-0.640548828719146,-0.4779815328234125,0.42232051787748315,0
-0.49853165692495577,0.45935108788276546,-1.1770463779769686,-0.09915926598326928,-0.5708062347694673,-0.6329548846750189,-0.7263452201702543,-0.25261496692721247,0.7658875432492327,1
0.5562526515621907,1.2387995300687018,-0.831757734095104,0.39844748474649944,0.12982160515686525,1.0021703160598683,-0.7605471683248682,-1.128659009963794,1.6292241687213302,1
-1.4861995989964996,-1.12868084474306,1.843025352792686,0.8025551506607048,1.1039137082023158,0.27582812556474884,0.7800697344227203,-0.5002603347562407,-0.992901971041038,1
-0.830103294196156,0.8115757594450218,-1.1465138969113693,-0.29945538442493463,0.4291601913724822,-0.4403955233112523,-0.4192904457225589,0.2680526786848603,-0.9209700511850913,0
-0.813821754094246,-0.326841438197327,2.452166535997534,-1.7624751768439366,2.0648187536395035,-1.1926297369893113,0.30938082463192534,-0.4725523807134297,2.0317614183267025,1
-0.5357569605010701,-1.0020099257075419,0.6673075236361188,0.8916947845134822,1.1292843691535432,-1.6451535081943907,-1.3587771671374926,-1.0918556599880258,-1.3793335649881937,1
-1.4138714706212,-1.6797692963639013,2.5004024457882146,0.7322768546335094,0.049025844243938035,1.368347256312744,0.32330188471346477,-0.256804657949768,-0.06576187531418973,0
-0.6712727601731376,-0.2772055496024351,0.4429194021620172,0.4020319343770463,0.3151791986101429,-0.12965825490893965,-0.6970704192883938,-0.41917781206511734,-0.4066139450319497,1
0.5859505499651225,-0.6498704089016117,-1.313416807703925,0.3510639802906833,0.44146382009176033,0.5782928357292231,0.10048325590930682,-0.39017893386785907,-1.1831967980155595,0
2.506067537815836,-0.6908912005179648,-0.7202424782706578,-0.9982249359750621,-0.6863844562506812,-1.2904871353856784,-1.311406463752069,0.7644030475487386,0.03133299718000458,0
-1.7539730732388514,-0.05056515615210006,0.6255286980476183,-0.13909042733577842,-0.08363075944983885,1.6371443169834112,2.5819138746559935,0.9475196506012349,1.313026945976012,0
-0.6222559949144342,-0.10295820932238928,-0.04746307583988804,0.08817232440705258,-0.05179403574157873,-0.36445030219181584,1.2277799756575176,-1.3657806592207085,0.48913751207895223,1
-0.3258874385502633,0.379344879045118,0.132979679994592,-0.541878501002167,-0.51676420520458,0.9042991300097456,-0.4462126269853295,0.5640408711819451,0.7692955643591317,0
-0.09483612738299929,0.12699847281844054,-0.7827034356002524,-1.277524942253065,1.036598381270639,-1.514687009189631,0.2803909395146586,1.558111387146194,-0.9200570280156545,0
-0.08294796922212289,1.793493148576333,-1.1372053142632563,-1.7614225290109295,-0.21467647328492462,-0.047684107126819454,-0.35500022512576856,-1.754528484697272,-0.7645548379424703,0
0.5575673687271185,-2.496624729856716,2.6771877850058465,-1.1792918641828263,2.7152135724729933,-0.05237304985998539,-1.0880289149255769,-0.8651882403175067,0.313602310616392,0
-1.0717540773119296,-0.09505351058174373,-0.05271182238275489,-1.0733080388262974,-0.47365407192336595,1.6025298534166688,-0.3819682525373338,1.3417909168273623,-0.4287993491322336,0
-1.5375423650952742,-1.404813796272057,0.6008115111218393,0.2875266233650108,-0.9828337404154814,1.2025682078788373,0.6169787654626955,-1.4767817814611384,-1.4796672055971674,0
-0.7251620000050415,-0.27522513769411044,0.7302542746216023,-0.7721078941775745,0.1147848668464536,0.05059744381813135,1.0423500879574543,0.11536687458811827,0.7472988320345085,1
-0.20186384411103012,-0.8988873302883689,-0.82684586580971,-0.20630429032084632,-1.6695957504778849,1.3888400874219176,-0.14646710175036814,0.7039249591753982,-0.7183097919523266,0
0.2857195437000108,-0.016551014684023965,1.231212855200142,0.275838511856849,-0.5636121891923896,1.361483351723695,0.9396359380201756,-1.864940215035392,-0.57241810151062,1
-0.2961392485156701,-1.6593702708376543,-0.10954249882927398,1.531067506343532,0.637517958976439,0.04435696431648266,0.6160093228394107,-0.5147027937260827,-1.8239536208591376,1
-0.7602149144111038,-0.6204391430709061,-0.5613078362653668,2.1152572441880655,-0.669537184673187,-0.29354315261327896,0.2614972636276699,0.49439523833148574,0.028937079326139026,1
-0.37799924952212743,1.7580294166745374,1.1866288706668426,0.8727510096140658,-0.1691265704999291,-1.2118563152690405,-1.3850175461253142,0.9013155931093316,-0.7771267334899084,0
1.2743674977475512,-0.043398891961236356,-1.2225817129351997,0.09264919745697507,1.714628116411225,0.02174970714518397,0.2805082939324273,-2.120390192120104,-1.415164476409279,0
-0.2766333209884646,0.9644172043373725,-0.9475491609837526,1.246792629906158,-1.9894914817886011,-1.9048982853880272,-0.47591556333577834,0.2328639212052583,-0.22349576124876414,0
-0.01889629349617184,-0.8781620889261514,-0.467412044810352,-0.7844810987357534,0.7545660883072831,0.5712516723849894,-1.1244039417527119,-1.430005781639821,0.1661715572847124,0
1.0447622258526088,0.30540601567270037,-0.6163010100164632,0.6669012685355397,0.0366309116809636,-0.9875054790376558,1.4241697663605914,0.08367866986865297,-1.5421678910459815,0
